system_name...1,district,school_name,fac_schtype,system_name...5,total,perc_frl,perc_black,perc_hisp,perc_white,perc_migrant,perc_esol,harsh
Bremen City,Bremen City,Bremen High School,H,Bremen City,726,15.7,5,2,87,0,0,21
Bremen City,Bremen City,Bremen Middle School,M,Bremen City,537,19.37,5,1,90,0,0.2,4
Bremen City,Bremen City,Jones Elementary School,E,Bremen City,624,20.83,6,2,88,0,0,2
Buford City,Buford City,Buford Academy,E,Buford City,1558,38.58,11,31,50,0,14.4,20
Buford City,Buford City,Buford Middle School,M,Buford City,1180,38.47,10,29,52,0,5.3,40
Buford City,Buford City,Buford High School,H,Buford City,1481,32.14,13,26,53,0,3,229
Buford City,Buford City,Buford Elementary School,E,Buford City,726,33.33,9,28,54,0,23,4
Calhoun City,Calhoun City,Calhoun Middle School,M,Calhoun City,1004,59.86,5,39,50,0,7.5,74
Calhoun City,Calhoun City,Calhoun Elementary School,E,Calhoun City,1714,62.19,6,37,51,0,21.5,14
Calhoun City,Calhoun City,Calhoun High School,H,Calhoun City,1174,49.15,6,36,52,0,5.7,68
Carrollton City,Carrollton City,Carrollton Middle-Upper Elementary School,E,Carrollton City,1147,43.34,34,21,36,0,3.8,77
Carrollton City,Carrollton City,Carrollton Elementary School,E,Carrollton City,1521,68.51,36,22,34,0,9.8,19
Carrollton City,Carrollton City,Carrollton High School,H,Carrollton City,1630,44.85,29,17,47,0,3.6,77
Carrollton City,Carrollton City,Carrollton Jr. High School,M,Carrollton City,807,57.87,32,19,41,0,3.3,86
Cartersville City,Cartersville City,Cartersville Primary School,E,Cartersville City,909,56.22,21,20,52,0,17.1,2
Cartersville City,Cartersville City,Cartersville Elementary School,E,Cartersville City,920,55.11,24,20,48,0,11.4,15
Cartersville City,Cartersville City,Cartersville Middle School,M,Cartersville City,1114,56.82,22,22,49,0,5.8,81
Cartersville City,Cartersville City,Cartersville High School,H,Cartersville City,1438,41.38,23,17,54,0,4,90
Chickamauga City,Chickamauga City,Gordon Lee Middle School,M,Chickamauga City,337,21.96,0,4,94,0,0,6
Chickamauga City,Chickamauga City,Gordon Lee High School,H,Chickamauga City,448,17.19,0,1,96,0,0,28
Chickamauga City,Chickamauga City,Chickamauga Elementary School,E,Chickamauga City,529,22.68,0,2,95,0,0.6,2
Commerce City,Commerce City,Commerce Primary,E,Commerce City,391,58.82,11,15,64,2,11.5,10
Commerce City,Commerce City,Commerce Middle School,M,Commerce City,496,56.45,11,13,70,0,2,61
Commerce City,Commerce City,Commerce High School,H,Commerce City,487,48.05,11,12,71,1,3.5,27
Commerce City,Commerce City,Commerce Elementary School,E,Commerce City,260,56.92,10,12,72,0,6.9,6
Dalton Public Schools,Dalton Public Schools,Park Creek Elementary School,E,Dalton Public Schools,563,85.97,5,83,10,0,37.3,0
Dalton Public Schools,Dalton Public Schools,Blue Ridge Elementary School,E,Dalton Public Schools,1574,66.42,2,89,6,0,37.5,0
Dalton Public Schools,Dalton Public Schools,Morris Innovative High School,H,Dalton Public Schools,348,78.74,6,78,12,1,35.9,17
Dalton Public Schools,Dalton Public Schools,Westwood Elementary School,E,Dalton Public Schools,540,53.33,6,37,48,0,22,1
Dalton Public Schools,Dalton Public Schools,Dalton Middle School,M,Dalton Public Schools,1772,77.2,5,72,18,0,10.9,35
Dalton Public Schools,Dalton Public Schools,City Park Elementary School,E,Dalton Public Schools,639,79.07,7,73,15,0,35.7,0
Dalton Public Schools,Dalton Public Schools,Brookwood Elementary School,E,Dalton Public Schools,2491,52.08,2,49,40,0,18.3,0
Dalton Public Schools,Dalton Public Schools,Roan Elementary School,E,Dalton Public Schools,420,74.23,7,86,6,0,46.7,0
Dalton Public Schools,Dalton Public Schools,Dalton High School,H,Dalton Public Schools,2067,64.49,5,68,23,0,4.7,24
City Schools of Decatur,City Schools of Decatur,Oakhurst Elementary School,E,City Schools of Decatur,1388,5.63,19,4,62,0,0,2
City Schools of Decatur,City Schools of Decatur,Fifth Avenue Elementary,E,City Schools of Decatur,426,86.86,91,4,2,0,6.7,6
City Schools of Decatur,City Schools of Decatur,Westchester Elementary School,E,City Schools of Decatur,624,92.93,4,11,90,0,1.1,0
City Schools of Decatur,City Schools of Decatur,New Glennwood Elementary,E,City Schools of Decatur,3385,5.06,16,6,65,0,1.1,0
City Schools of Decatur,City Schools of Decatur,Winnona Park Elementary School,E,City Schools of Decatur,1923,5.48,8,65,8,0,13.1,1
City Schools of Decatur,City Schools of Decatur,Clairemont Elementary School,E,City Schools of Decatur,1262,21.78,31,8,45,0,0.7,2
City Schools of Decatur,City Schools of Decatur,Renfroe Middle School,M,City Schools of Decatur,2123,12.94,41,13,31,1,2.4,73
City Schools of Decatur,City Schools of Decatur,Decatur High School,H,City Schools of Decatur,940,12.71,23,41,22,0,30.8,93
Dublin City,Dublin City,Dublin Middle School,M,Dublin City,626,72.41,93,2,2,0,0,150
Dublin City,Dublin City,Hillcrest Elementary,E,Dublin City,458,92.87,89,2,5,0,1.3,68
Dublin City,Dublin City,Dublin High School,H,Dublin City,589,83.61,91,1,4,0,0.7,263
Dublin City,Dublin City,Susie Dasher,E,Dublin City,476,83.61,95,2,1,0,1.3,48
Dublin City,Dublin City,Moore Street Facility,H,Dublin City,55,87.27,91,2,5,0,0,8
Gainesville City,Gainesville City,New Holland Core Knowledge Academy,E,Gainesville City,637,75.82,24,68,5,2,41.1,11
Gainesville City,Gainesville City,Gainesville Middle School,M,Gainesville City,1805,78.61,17,64,12,1,18,371
Gainesville City,Gainesville City,Centennial Arts Academy,E,Gainesville City,846,60.52,14,59,20,2,43.6,25
Gainesville City,Gainesville City,Gainesville Exploration Academy,E,Gainesville City,643,61.28,8,84,3,2,65.3,9
Gainesville City,Gainesville City,Mundy Mill Academy,E,Gainesville City,529,84.12,10,63,15,2,40.3,23
Gainesville City,Gainesville City,Enota Multiple Intelligences Academy,E,Gainesville City,738,62.2,24,31,36,2,15.9,57
Gainesville City,Gainesville City,Fair Street International Baccalaureate World School,E,Gainesville City,410,75.85,33,63,1,3,44.1,21
Gainesville City,Gainesville City,Gainesville High School,H,Gainesville City,2148,69.04,18,60,16,1,16.6,184
Jefferson City,Jefferson City,Jefferson Middle School,M,Jefferson City,884,25,8,6,80,0,0.8,32
Jefferson City,Jefferson City,Jefferson Academy,E,Jefferson City,897,26.98,8,7,79,0,2.6,15
Jefferson City,Jefferson City,Jefferson High School,H,Jefferson City,1134,20.37,9,8,78,0,0.3,97
Jefferson City,Jefferson City,Jefferson Elementary School,E,Jefferson City,798,26.44,7,7,79,0,2.6,1
Marietta City,Marietta City,Marietta High School,H,Marietta City,2448,47.1,40,36,19,0,6.8,257
Marietta City,Marietta City,Sawyer Road Elementary School,E,Marietta City,661,63.54,29,55,11,0,36.9,19
Marietta City,Marietta City,Marietta Center for Advanced Academics,E,Marietta City,336,25.89,21,19,46,0,2.1,0
Marietta City,Marietta City,A.L. Burruss Elementary School,E,Marietta City,480,40.83,38,19,37,0,10,50
Marietta City,Marietta City,Dunleith Elementary School,E,Marietta City,580,72.41,57,38,3,0,21.9,16
Marietta City,Marietta City,Marietta Middle School,M,Marietta City,1332,60.29,39,38,17,0,6.4,287
Marietta City,Marietta City,George W. Hartmann Center,H,Marietta City,16,66.78,38,31,25,0,0,0
Marietta City,Marietta City,Lockheed Elementary School,E,Marietta City,694,73.2,44,46,6,0,35.2,44
Marietta City,Marietta City,Marietta Sixth Grade Academy,M,Marietta City,669,60.39,36,39,18,0,7.5,57
Marietta City,Marietta City,Emily Lembeck Early Learning Center,E,Marietta City,774,71.2,54,8,28,0,3.8,0
Marietta City,Marietta City,Park Street Elementary School,E,Marietta City,524,80.73,23,69,4,0,55.3,61
Marietta City,Marietta City,Hickory Hills Elementary School,E,Marietta City,369,61.79,36,45,15,0,34.4,14
Marietta City,Marietta City,West Side Elementary School,E,Marietta City,984,14.37,15,8,69,0,1.4,14
State Charter Schools- Mountain Education Charter High School,State Charter Schools- Mountain Education Charter High School,Mountain Education Charter High School,H,State Charter Schools- Mountain Education Charter High School,606,41.93,20,8,65,0,0,44
State Charter Schools- Odyssey Charter School,State Charter Schools- Odyssey Charter School,Odyssey Charter School,E,State Charter Schools- Odyssey Charter School,729,37.04,31,8,53,0,0,5
State Charter Schools- Georgia Cyber Academy,State Charter Schools- Georgia Cyber Academy,Georgia Cyber Academy,K12,State Charter Schools- Georgia Cyber Academy,11173,44.79,38,8,45,0,0.9,0
State Charter Schools- Utopian Academy for the Arts Charter School,State Charter Schools- Utopian Academy for the Arts Charter School,Utopian Academy for the Arts Charter School,M,State Charter Schools- Utopian Academy for the Arts Charter School,258,90.61,94,5,1,0,0,8
State Charter Schools- Cherokee Charter Academy,State Charter Schools- Cherokee Charter Academy,Cherokee Charter Academy,E,State Charter Schools- Cherokee Charter Academy,825,22.42,18,15,64,1,6.9,46
State Charter Schools- Georgia Connections Academy,State Charter Schools- Georgia Connections Academy,Georgia Connections Academy,H,State Charter Schools- Georgia Connections Academy,4370,40.48,34,8,50,0,0,0
"State Charter Schools- Ivy Preparatory Academy, Inc","State Charter Schools- Ivy Preparatory Academy, Inc","Ivy Preparatory Academy, Inc",E,"State Charter Schools- Ivy Preparatory Academy, Inc",337,13.79,48,16,21,0,6.9,31
State Charter Schools- Foothills Charter High School (Central Office - Madison),State Charter Schools- Foothills Charter High School (Central Office - Madison),Foothills Charter High School (Central Office - Madison),H,State Charter Schools- Foothills Charter High School (Central Office - Madison),659,80.15,76,9,8,0,6.9,42
State Charter Schools- International Charter School of Atlanta,State Charter Schools- International Charter School of Atlanta,International Charter School of Atlanta,E,State Charter Schools- International Charter School of Atlanta,733,58.31,29,19,37,0,6.1,39
State Charter Schools- Scintilla Charter Academy,State Charter Schools- Scintilla Charter Academy,Scintilla Charter Academy,E,State Charter Schools- Scintilla Charter Academy,513,41.91,35,5,56,0,0,8
State Charter Schools- Georgia School for Innovation and the Classics,State Charter Schools- Georgia School for Innovation and the Classics,Georgia School for Innovation and the Classics,E,State Charter Schools- Georgia School for Innovation and the Classics,718,43.71,18,6,70,0,0,62
State Charter Schools- Dubois Integrity Academy,State Charter Schools- Dubois Integrity Academy,Dubois Integrity Academy,E,State Charter Schools- Dubois Integrity Academy,556,90.66,61,10,31,0,1,195
State Charter Schools- Coastal Plains Charter High School - Candler Campus,State Charter Schools- Coastal Plains Charter High School - Candler Campus,Coastal Plains Charter High School - Candler Campus,H,State Charter Schools- Coastal Plains Charter High School - Candler Campus,873,71.71,30,10,56,0,0.9,11
State Charter Schools II- Statesboro STEAM Academy,State Charter Schools II- Statesboro STEAM Academy,Statesboro STEAM Academy,M,State Charter Schools II- Statesboro STEAM Academy,1333,69.71,32,8,56,0,2.3,1
State Charter Schools II- Pataula Charter Academy,State Charter Schools II- Pataula Charter Academy,Pataula Charter Academy,K12,State Charter Schools II- Pataula Charter Academy,231,65.49,57,4,32,0,0,48
State Charter Schools II- Fulton Leadership Academy,State Charter Schools II- Fulton Leadership Academy,Fulton Leadership Academy,M,State Charter Schools II- Fulton Leadership Academy,359,58.01,9,6,73,0,4.2,1
State Charter Schools II- Atlanta Heights Charter School,State Charter Schools II- Atlanta Heights Charter School,Atlanta Heights Charter School,E,State Charter Schools II- Atlanta Heights Charter School,27,93.41,13,3,86,2,0,18
State Charter Schools II- Coweta Charter Academy,State Charter Schools II- Coweta Charter Academy,Coweta Charter Academy,E,State Charter Schools II- Coweta Charter Academy,1160,21.03,1,7,88,0,0,13
State Charter Schools II- Cirrus Charter Academy,State Charter Schools II- Cirrus Charter Academy,Cirrus Charter Academy,E,State Charter Schools II- Cirrus Charter Academy,59,92.86,29,9,53,1,3,109
State Charter Schools II- Southwest Georgia S.T.E.M. Charter Academy,State Charter Schools II- Southwest Georgia S.T.E.M. Charter Academy,Southwest Georgia S.T.E.M. Charter Academy,E,State Charter Schools II- Southwest Georgia S.T.E.M. Charter Academy,628,68.28,15,4,78,1,0,48
State Charter Schools II- Brookhaven Innovation Academy,State Charter Schools II- Brookhaven Innovation Academy,Brookhaven Innovation Academy,E,State Charter Schools II- Brookhaven Innovation Academy,2413,17.14,0,7,81,0,0,8
State Charter Schools II- Liberty Tech Charter Academy,State Charter Schools II- Liberty Tech Charter Academy,Liberty Tech Charter Academy,E,State Charter Schools II- Liberty Tech Charter Academy,660,16.83,2,6,81,0,2.9,53
State Charter Schools II- Genesis Innovation Academy for Boys,State Charter Schools II- Genesis Innovation Academy for Boys,Genesis Innovation Academy for Boys,E,State Charter Schools II- Genesis Innovation Academy for Boys,279,48.39,92,7,1,1,5.7,46
State Charter Schools II- Genesis Innovation Academy for Girls,State Charter Schools II- Genesis Innovation Academy for Girls,Genesis Innovation Academy for Girls,E,State Charter Schools II- Genesis Innovation Academy for Girls,276,52.54,97,2,1,0,2.2,7
State Charter Schools II- Resurgence Hall Charter School,State Charter Schools II- Resurgence Hall Charter School,Resurgence Hall Charter School,E,State Charter Schools II- Resurgence Hall Charter School,183,63.93,96,3,1,0,0,0
